Plant_ID,Height_cm,Leaf_Count,New_Growth_Count,Health_Notes,Watering_Amount_ml,Watering_Frequency_days,Sunlight_Exposure,Room_Temperature_C,Humidity_%,Fertilizer_Type,Fertilizer_Amount_ml,Pest_Presence,Pest_Severity,Soil_Moisture_%,Soil_Type,Health_Score
Dracaena trifasciata,16.35,38,6,New bud,380,3,Filtered sunlight through curtain,27.7,46.6,None,39,Aphids,Moderate,44.9,Clay,4
Spathiphyllum wallisii,21.35,35,4,None,208,3,Low light corner,19.3,55.2,Organic,32,Spider mites,Low,59.8,Clay,1
Zamioculcas zamiifolia,10.38,29,6,Brittle leaves,177,1,3h direct morning sun,21.2,30.7,Liquid feed,62,None,Moderate,10.7,Peaty,5
Aloe vera,29.92,16,9,Yellowing leaves,239,5,Low light corner,17.1,30.3,None,24,Fungus gnats,High,27.8,Sandy,4
Chlorophytum comosum,42.02,5,2,Brittle leaves,446,4,Low light corner,21.7,42,None,35,Fungus gnats,Low,24.1,Clay,4
Nephrolepis exaltata,6.76,26,4,Dark green color,80,2,Indirect light all day,26.3,35,None,23,Fungus gnats,None,23.1,Chalky,5
Epipremnum aureum,17.38,44,6,Dark green color,435,1,Indirect light all day,22.8,43,Compost,94,None,None,21.1,Loamy,1
Zamioculcas zamiifolia,23.18,41,8,Leaf drop,408,3,Indirect light all day,25.4,38.9,Compost,57,Fungus gnats,Moderate,45.5,Chalky,4
Begonia maculata,26.73,5,1,Wilting,64,6,Low light corner,19.4,31.4,None,38,Aphids,High,14.2,Silty,3
Zamioculcas zamiifolia,33.79,5,3,Strong stem,362,6,3h direct morning sun,26.4,75.5,Liquid feed,45,None,High,47.1,Clay,5
Chlorophytum comosum,23.48,46,6,Strong stem,124,5,Indirect light all day,22.3,30.4,Organic,76,None,Moderate,44.7,Loamy,2
Chlorophytum comosum,21.84,46,0,Brittle leaves,83,5,6h full sun,24,66.8,Chemical,9,None,Low,22.5,Peaty,2
Monstera deliciosa,36.03,25,1,Wilting,408,1,3h direct morning sun,23.7,37.6,Compost,86,Whiteflies,Low,22.6,Loamy,1
Spathiphyllum wallisii,31.62,19,8,Brittle leaves,245,4,6h full sun,20.2,75.6,Liquid feed,81,Spider mites,Moderate,41.4,Loamy,3
Peperomia obtusifolia,30.39,21,9,Yellowing leaves,380,3,3h direct morning sun,20.5,74.6,Liquid feed,31,Whiteflies,Low,48.1,Loamy,4
Philodendron hederaceum,26.13,26,6,New bud,78,1,Indirect light all day,26.9,62.7,Chemical,96,Whiteflies,Low,53.8,Clay,2
Zamioculcas zamiifolia,34.83,42,9,None,243,4,Filtered sunlight through curtain,25.2,63.6,Chemical,35,Whiteflies,Low,52.6,Silty,1
Chlorophytum comosum,18.44,39,6,Yellowing leaves,65,5,Indirect light all day,27.2,30.3,Liquid feed,27,Spider mites,Moderate,58.2,Silty,3
Ficus lyrata,17.07,49,5,Wilting,472,6,Low light corner,25,79.2,Chemical,15,Whiteflies,None,39.1,Sandy,3
Anthurium andraeanum,32.46,20,2,Wilting,126,2,Low light corner,24.4,73.9,Liquid feed,15,Fungus gnats,High,55.4,Silty,1
Aloe vera,8.75,12,9,New bud,342,6,3h direct morning sun,18.8,74.8,Chemical,17,None,None,50.4,Clay,1
Anthurium andraeanum,25.92,21,2,Brittle leaves,130,3,Low light corner,23.2,63,Chemical,7,None,Low,54.7,Sandy,4
Aloe vera,21.83,21,1,Leaf drop,454,3,Indirect light all day,23.9,47.2,Liquid feed,79,Aphids,Moderate,10.6,Peaty,1
Chlorophytum comosum,10.94,30,5,Leaf drop,477,6,6h full sun,29.9,74.7,None,74,Fungus gnats,High,58.3,Peaty,4
Anthurium andraeanum,15.69,17,3,New bud,173,6,Indirect light all day,26.1,44.6,Liquid feed,69,Spider mites,Low,33.7,Peaty,4
Dracaena trifasciata,23.91,21,4,Leaf drop,68,4,3h direct morning sun,28.6,58.1,Organic,0,None,High,49.9,Peaty,5
Schefflera arboricola,35.34,42,2,Strong stem,151,1,Low light corner,25.8,35,Chemical,61,Whiteflies,High,16.4,Peaty,3
Epipremnum aureum,18.47,21,5,Leaf drop,441,5,6h full sun,21.9,76.1,Compost,75,Aphids,None,29.8,Chalky,3
Schefflera arboricola,37.13,18,2,Leaf drop,126,4,Filtered sunlight through curtain,24.4,37,Chemical,37,Aphids,Low,23.6,Clay,3
Dieffenbachia seguine,25.63,49,7,Leaf drop,278,2,6h full sun,24.7,41.2,Organic,91,None,High,24.6,Sandy,5
Nephrolepis exaltata,38.1,10,8,Strong stem,499,6,6h full sun,21.2,57.9,Compost,44,Fungus gnats,None,16.2,Peaty,4
Dracaena trifasciata,18.96,39,3,Brittle leaves,346,2,Indirect light all day,22.8,68.2,Compost,57,Aphids,Moderate,50.3,Chalky,4
Monstera deliciosa,24.51,18,8,Leaf drop,252,2,Filtered sunlight through curtain,23.4,61,Liquid feed,80,None,High,10.5,Silty,1
Nephrolepis exaltata,28.68,12,6,Dark green color,110,4,3h direct morning sun,28.8,41.6,None,0,Fungus gnats,Low,25.6,Chalky,5
Tradescantia zebrina,23.2,19,2,Strong stem,75,5,3h direct morning sun,17.8,30,Liquid feed,31,None,Moderate,18.7,Chalky,1
Aloe vera,34.53,31,6,New bud,120,3,6h full sun,27.6,67.9,Compost,7,None,High,39.5,Clay,5
Sansevieria cylindrica,2.92,17,0,Yellowing leaves,152,1,6h full sun,21.2,79.3,Compost,39,Fungus gnats,High,22.7,Peaty,1
Epipremnum aureum,49.22,35,2,New bud,375,3,Low light corner,19.9,70.5,None,55,Fungus gnats,Low,22.9,Chalky,2
Calathea orbifolia,33.58,39,5,Yellowing leaves,412,5,Filtered sunlight through curtain,27.5,53,Chemical,62,Fungus gnats,High,34.4,Chalky,3
Nephrolepis exaltata,23.26,10,3,None,206,3,6h full sun,26.2,75.2,None,87,None,Low,42.6,Peaty,3
Spathiphyllum wallisii,19.48,9,6,New bud,412,6,Low light corner,27.8,50.5,Liquid feed,73,Aphids,Low,16.1,Clay,4
Philodendron hederaceum,16.34,26,2,Dark green color,408,6,Filtered sunlight through curtain,26.4,56.2,Chemical,73,Spider mites,Low,18.8,Chalky,2
Philodendron hederaceum,31.46,27,0,Yellowing leaves,243,4,3h direct morning sun,30.2,53.9,Liquid feed,35,Spider mites,Low,22.4,Sandy,3
Anthurium andraeanum,34.95,29,8,Yellowing leaves,324,2,Low light corner,25.7,52.4,None,88,None,High,58.7,Loamy,4
Schefflera arboricola,23.37,38,5,Wilting,373,5,Filtered sunlight through curtain,23.5,68.8,Chemical,56,None,Moderate,29.9,Silty,2
Calathea orbifolia,36.07,30,7,Yellowing leaves,235,5,Low light corner,25,56.3,None,73,Aphids,Moderate,39.9,Loamy,3
Schefflera arboricola,15.93,9,2,Yellowing leaves,375,3,6h full sun,27.7,45.8,Organic,82,Fungus gnats,None,22.1,Loamy,1
Calathea orbifolia,14.16,30,7,Wilting,162,4,Indirect light all day,21.7,42.9,Compost,44,None,Low,34.5,Clay,5
Calathea orbifolia,43.13,24,1,Leaf drop,362,3,3h direct morning sun,22,31.9,Chemical,78,Whiteflies,High,13.7,Chalky,2
Ficus lyrata,30.91,10,3,Leaf drop,214,3,6h full sun,23.1,59.2,Compost,79,Fungus gnats,High,11.7,Loamy,4
Monstera deliciosa,38.97,10,2,Wilting,110,5,6h full sun,17.7,41.5,Organic,1,None,None,33.4,Loamy,2
Tradescantia zebrina,16.46,22,9,Strong stem,141,3,Filtered sunlight through curtain,24.4,37.4,Chemical,92,Whiteflies,Moderate,29.9,Silty,4
Ficus lyrata,15.76,8,0,None,335,2,Low light corner,18.3,62.7,Compost,67,Aphids,High,16.8,Peaty,2
Philodendron hederaceum,21.41,21,6,Yellowing leaves,202,3,3h direct morning sun,24.2,64.1,Compost,49,Whiteflies,None,44.4,Chalky,4
Aloe vera,16.76,18,9,Yellowing leaves,274,2,6h full sun,26.6,67.6,Chemical,28,None,Moderate,59.6,Chalky,3
Sansevieria cylindrica,32.05,18,1,Wilting,176,5,Filtered sunlight through curtain,22.6,55.2,Compost,94,Spider mites,High,29.8,Silty,1
Dieffenbachia seguine,17.49,17,3,Wilting,242,4,3h direct morning sun,29,74.7,Compost,80,None,Low,41.2,Peaty,3
Monstera deliciosa,13.28,11,8,Strong stem,164,6,Low light corner,19.6,76.8,Chemical,9,Spider mites,None,58.1,Chalky,1
Sansevieria cylindrica,26.42,48,5,Dark green color,311,2,6h full sun,27.6,70.4,Compost,26,Aphids,High,51.6,Sandy,3
Sansevieria cylindrica,12.1,19,7,Leaf drop,67,4,6h full sun,26,61.8,Compost,14,Aphids,None,33.2,Silty,3
Schefflera arboricola,7.01,23,1,New bud,59,4,6h full sun,18.9,45.2,Liquid feed,59,Fungus gnats,None,46.9,Clay,2
Peperomia obtusifolia,26.33,47,6,Dark green color,141,2,3h direct morning sun,32.1,79.1,Liquid feed,30,Fungus gnats,None,16.4,Peaty,5
Schefflera arboricola,7.51,48,5,Brittle leaves,188,5,3h direct morning sun,23.8,43.7,Organic,20,Spider mites,Low,35.6,Silty,4
Anthurium andraeanum,32.75,39,8,Leaf drop,498,1,3h direct morning sun,21.4,40.1,Liquid feed,59,Spider mites,Moderate,24,Loamy,4
Codiaeum variegatum,11.05,21,6,Yellowing leaves,382,4,3h direct morning sun,19.8,52.1,Liquid feed,57,Aphids,Moderate,18.1,Chalky,4
Chlorophytum comosum,2.59,39,0,Brittle leaves,406,4,Filtered sunlight through curtain,23.3,32.8,Organic,40,Whiteflies,High,31.3,Sandy,1
Aglaonema commutatum,22.06,23,7,Dark green color,389,5,Indirect light all day,23.6,78.9,Compost,45,Spider mites,Low,16.6,Sandy,4
Ficus lyrata,26.45,24,9,Wilting,498,5,Filtered sunlight through curtain,24.3,59.4,Compost,44,Spider mites,Moderate,44.9,Clay,4
Chlorophytum comosum,29.91,40,2,Strong stem,101,3,6h full sun,23.1,57.8,Liquid feed,25,Whiteflies,High,32.8,Silty,2
Sansevieria cylindrica,26.72,39,1,Leaf drop,244,5,Filtered sunlight through curtain,25.9,62.8,Organic,50,Fungus gnats,High,36.6,Sandy,3
Anthurium andraeanum,14.41,36,2,Strong stem,255,4,Low light corner,22.8,54.9,Compost,35,Fungus gnats,None,17.3,Silty,4
Sansevieria cylindrica,32.13,48,5,Brittle leaves,336,2,3h direct morning sun,18.2,31.6,None,51,Spider mites,Low,17,Chalky,5
Dieffenbachia seguine,34.6,44,2,Leaf drop,450,1,Low light corner,23.6,60.6,Chemical,80,Fungus gnats,Moderate,39.2,Chalky,4
Ficus lyrata,12.94,28,9,None,488,3,Low light corner,16.9,65.8,Chemical,50,Fungus gnats,Low,59.3,Sandy,1
Anthurium andraeanum,23.19,21,4,None,415,2,6h full sun,25.1,50.8,Chemical,2,Fungus gnats,Low,14.8,Chalky,1
Codiaeum variegatum,22.26,11,5,Dark green color,142,1,3h direct morning sun,21.1,67.9,Liquid feed,13,Aphids,Moderate,24.3,Silty,1
Epipremnum aureum,27.2,47,7,Yellowing leaves,469,1,Low light corner,24.5,41.4,Chemical,48,None,Moderate,53.5,Chalky,4
Schefflera arboricola,22.95,5,6,None,459,1,6h full sun,27.9,41.1,Chemical,76,Spider mites,Low,13.6,Loamy,2
Chlorophytum comosum,24.32,39,7,None,358,6,3h direct morning sun,21.2,38.1,None,90,Spider mites,High,53.8,Silty,5
Nephrolepis exaltata,31.42,36,2,New bud,194,2,Indirect light all day,27.2,48.6,Compost,0,Aphids,Low,36.2,Peaty,4
Sansevieria cylindrica,13.86,40,3,Strong stem,135,3,6h full sun,22.7,72.4,None,56,None,Moderate,30.4,Chalky,2
Begonia maculata,32.37,17,5,Strong stem,202,3,Filtered sunlight through curtain,29.3,71.4,Liquid feed,16,None,Low,25.5,Chalky,2
Dracaena trifasciata,36.41,10,6,None,51,1,3h direct morning sun,22.9,49.1,Chemical,49,Aphids,Moderate,24.9,Silty,4
Dieffenbachia seguine,41.34,18,8,New bud,391,2,Low light corner,21.5,59.5,Compost,97,Whiteflies,High,25.3,Clay,4
Nephrolepis exaltata,3.57,41,0,Strong stem,438,6,Low light corner,26.1,66,Chemical,13,Whiteflies,Low,54.2,Peaty,2
Peperomia obtusifolia,23.17,19,7,Strong stem,309,1,Filtered sunlight through curtain,22.7,42.1,Chemical,58,None,High,46.2,Peaty,2
Codiaeum variegatum,5.35,8,7,Leaf drop,213,5,Filtered sunlight through curtain,21.5,38.4,Liquid feed,80,Whiteflies,Low,43.5,Peaty,2
Zamioculcas zamiifolia,0.65,44,5,Leaf drop,55,3,Low light corner,22.6,78.6,Chemical,2,Whiteflies,Low,49.9,Sandy,4
Codiaeum variegatum,26.44,20,3,New bud,198,4,3h direct morning sun,23.9,60.9,Organic,97,Whiteflies,Moderate,22.9,Loamy,2
Codiaeum variegatum,21.01,32,2,Brittle leaves,254,1,6h full sun,28,79.1,Compost,39,None,None,40.9,Loamy,1
Dieffenbachia seguine,28,20,2,Yellowing leaves,167,5,Filtered sunlight through curtain,18.2,46.9,Compost,88,Whiteflies,Moderate,33,Clay,4
Chlorophytum comosum,29.86,8,5,Dark green color,138,3,Filtered sunlight through curtain,24.1,65.2,Organic,65,Spider mites,Low,49.1,Peaty,1
Chlorophytum comosum,37.48,49,7,None,203,6,Filtered sunlight through curtain,25.9,41.1,Liquid feed,33,None,None,25.5,Peaty,3
Sansevieria cylindrica,25.54,30,6,None,488,2,Indirect light all day,24.6,43.1,Chemical,89,Aphids,None,42.2,Chalky,4
Philodendron hederaceum,54.23,32,0,Dark green color,216,3,3h direct morning sun,27.9,55.6,Chemical,94,Whiteflies,High,54.1,Silty,3
Spathiphyllum wallisii,28.06,36,5,None,210,2,3h direct morning sun,23.8,46,Compost,8,Fungus gnats,Low,30.1,Sandy,2
Peperomia obtusifolia,43.42,49,6,None,319,2,3h direct morning sun,23.4,38.4,Liquid feed,93,None,Moderate,13.3,Sandy,2
Tradescantia zebrina,1.67,6,6,Brittle leaves,105,6,3h direct morning sun,25.8,43.1,Liquid feed,83,Aphids,None,35.8,Clay,5
Schefflera arboricola,38.5,35,8,Strong stem,277,6,3h direct morning sun,24.3,31.8,Liquid feed,20,Spider mites,None,27.3,Loamy,2
Sansevieria cylindrica,23.19,7,9,Yellowing leaves,386,1,Low light corner,22.8,65.2,Chemical,92,Aphids,Moderate,43.6,Peaty,3
Sansevieria cylindrica,5.52,12,4,None,198,1,Filtered sunlight through curtain,25.5,54.6,Liquid feed,24,Whiteflies,Moderate,57.6,Silty,2
Calathea orbifolia,29.21,28,0,New bud,95,3,Low light corner,22,34.7,Organic,43,Fungus gnats,None,34.3,Clay,4
Monstera deliciosa,21.97,19,1,Brittle leaves,193,6,Indirect light all day,22.2,38.6,None,24,Whiteflies,Moderate,33.3,Sandy,2
Peperomia obtusifolia,30.8,47,3,None,287,5,6h full sun,22.4,35.1,Liquid feed,8,Aphids,High,42.7,Sandy,5
Aloe vera,35.11,35,4,New bud,321,3,Filtered sunlight through curtain,28.1,60.6,None,61,None,None,15.2,Sandy,2
Epipremnum aureum,10.11,13,8,Leaf drop,169,4,Indirect light all day,14.3,34.7,Chemical,25,Fungus gnats,High,22.7,Peaty,3
Schefflera arboricola,35.15,43,0,Strong stem,389,2,Low light corner,25.2,67.7,Liquid feed,56,Fungus gnats,Low,55.9,Peaty,3
Dracaena trifasciata,25.06,49,2,Wilting,462,2,6h full sun,24.1,31,Compost,36,Aphids,High,43.5,Peaty,2
Dracaena trifasciata,38.53,6,4,None,269,1,Indirect light all day,19,42.5,Chemical,15,Whiteflies,Moderate,10.7,Chalky,3
Begonia maculata,22.95,12,2,New bud,57,5,6h full sun,24.9,74.5,Organic,36,Aphids,None,20.2,Loamy,3
Calathea orbifolia,20.3,11,3,Brittle leaves,393,6,Indirect light all day,25.4,65.9,Organic,75,Fungus gnats,High,44.1,Sandy,5
Calathea orbifolia,25.27,48,2,Strong stem,436,6,Low light corner,25.8,33.6,None,23,Aphids,Moderate,48.2,Sandy,4
Aloe vera,26.02,43,3,Yellowing leaves,324,1,6h full sun,16,71.1,None,25,Fungus gnats,Moderate,52,Chalky,5
Philodendron hederaceum,18.37,46,0,Brittle leaves,402,4,Indirect light all day,28.1,54.7,Compost,19,Whiteflies,High,24.6,Sandy,1
Dracaena trifasciata,20.04,20,7,Leaf drop,115,3,Low light corner,21.8,72.3,Compost,8,None,None,56.6,Sandy,5
Aglaonema commutatum,12.73,39,3,Dark green color,128,3,Filtered sunlight through curtain,26.1,60,Organic,86,None,High,37.6,Peaty,2
Sansevieria cylindrica,20.65,34,6,None,135,5,Low light corner,26.2,64.1,Liquid feed,28,Aphids,Low,44.8,Peaty,4
Monstera deliciosa,31.76,14,1,Yellowing leaves,173,1,Low light corner,21.4,79.7,Organic,30,Fungus gnats,High,39.8,Loamy,2
Anthurium andraeanum,23.63,42,1,New bud,251,1,Filtered sunlight through curtain,26,41.6,Organic,18,None,High,16.1,Sandy,1
Tradescantia zebrina,35.09,22,5,None,199,4,Low light corner,22.8,61.2,Compost,19,Fungus gnats,None,58.2,Clay,4
Monstera deliciosa,23.15,9,1,New bud,95,3,Filtered sunlight through curtain,17.8,53,None,86,Whiteflies,High,16.1,Sandy,3
Dieffenbachia seguine,10.68,33,5,Yellowing leaves,162,1,Filtered sunlight through curtain,27.5,32,Compost,26,Aphids,Moderate,22.7,Sandy,5
Philodendron hederaceum,30.97,43,1,New bud,140,6,Filtered sunlight through curtain,21.7,30.7,Compost,93,Fungus gnats,None,50.7,Loamy,2
Peperomia obtusifolia,18.26,38,3,Brittle leaves,190,5,Indirect light all day,21.4,36,Compost,84,Aphids,Moderate,40.9,Clay,1
Schefflera arboricola,22.67,47,6,Strong stem,338,3,6h full sun,22.8,62.5,Organic,43,Fungus gnats,None,51.9,Sandy,3
Sansevieria cylindrica,37.38,49,7,New bud,438,4,Indirect light all day,24.8,58.4,Liquid feed,34,Fungus gnats,Low,35.8,Silty,5
Aloe vera,13.39,27,2,Leaf drop,267,5,Filtered sunlight through curtain,23.8,57.7,Organic,70,Whiteflies,Low,28.8,Silty,3
Calathea orbifolia,26.65,9,8,Strong stem,126,2,6h full sun,25.6,31.6,Chemical,21,Aphids,Low,56.1,Clay,5
Sansevieria cylindrica,24.59,34,1,Brittle leaves,460,6,6h full sun,20,53.5,Compost,73,Spider mites,High,11.8,Silty,4
Begonia maculata,32.01,10,7,None,426,4,Filtered sunlight through curtain,21.8,76.2,Compost,86,Fungus gnats,Low,52.8,Peaty,3
Aloe vera,33.55,48,7,Wilting,433,5,6h full sun,23.7,49.9,Chemical,14,Fungus gnats,None,21.5,Peaty,3
Nephrolepis exaltata,27.64,8,3,None,383,1,6h full sun,29.7,61.2,Compost,93,None,Low,52.4,Clay,3
Nephrolepis exaltata,21.4,33,0,New bud,201,2,Indirect light all day,23.7,69,Compost,97,Aphids,None,17,Sandy,4
Aglaonema commutatum,29.73,27,0,New bud,372,4,6h full sun,27.3,69.2,Compost,12,Spider mites,Moderate,39,Clay,1
Codiaeum variegatum,38.36,10,1,Leaf drop,288,1,Filtered sunlight through curtain,24.1,56,Chemical,3,Whiteflies,High,54.4,Silty,5
Begonia maculata,24.73,36,8,Brittle leaves,164,6,3h direct morning sun,22.5,72.9,Organic,81,Spider mites,Moderate,33.7,Clay,3
Schefflera arboricola,22.33,46,1,Leaf drop,368,2,3h direct morning sun,23.3,49.6,Compost,55,Whiteflies,Moderate,47.3,Silty,4
Epipremnum aureum,28.88,22,1,Dark green color,418,3,3h direct morning sun,23.5,74.4,Liquid feed,22,Spider mites,Low,50.2,Peaty,1
Zamioculcas zamiifolia,25.39,19,5,Brittle leaves,143,1,Filtered sunlight through curtain,25.8,42,Chemical,96,Spider mites,Low,46.8,Clay,5
Schefflera arboricola,11.62,44,6,Yellowing leaves,97,5,3h direct morning sun,28.1,44,None,97,Aphids,Low,56.3,Chalky,4
Aglaonema commutatum,27.39,36,6,Yellowing leaves,240,4,Indirect light all day,25.1,32.7,Chemical,33,None,Moderate,32.3,Silty,5
Calathea orbifolia,11.53,13,8,Yellowing leaves,61,2,Filtered sunlight through curtain,27.6,69.8,Organic,99,Spider mites,High,18.7,Chalky,3
Peperomia obtusifolia,28.74,41,5,Leaf drop,205,1,Filtered sunlight through curtain,21.1,50.9,Chemical,98,Fungus gnats,High,12.4,Peaty,1
Aloe vera,17.03,14,7,Yellowing leaves,221,3,Filtered sunlight through curtain,22.8,41.5,None,16,Fungus gnats,Moderate,22.3,Sandy,4
Anthurium andraeanum,25.37,24,5,Brittle leaves,476,4,6h full sun,21.8,41.6,Liquid feed,27,Fungus gnats,High,17.2,Silty,1
Sansevieria cylindrica,28.91,10,1,Yellowing leaves,450,4,6h full sun,24.9,75.1,None,13,None,Moderate,37.9,Sandy,3
Begonia maculata,49.54,7,0,Wilting,345,1,6h full sun,22.9,71.7,Chemical,33,Spider mites,Moderate,19.2,Peaty,1
Sansevieria cylindrica,32.43,46,4,Yellowing leaves,226,3,Low light corner,26.2,57.7,None,74,Whiteflies,High,11.9,Sandy,1
Begonia maculata,38.65,15,8,New bud,390,6,Indirect light all day,21.2,60.8,Chemical,56,Whiteflies,None,11.8,Silty,2
Zamioculcas zamiifolia,43.72,47,7,Dark green color,106,6,Filtered sunlight through curtain,24.1,53.7,Liquid feed,76,Aphids,None,51.6,Loamy,1
Aglaonema commutatum,29.89,21,3,Leaf drop,392,2,Filtered sunlight through curtain,26.1,49.6,Liquid feed,96,None,Low,39.6,Silty,5
Dieffenbachia seguine,27.86,36,4,Strong stem,389,1,6h full sun,17.8,75.8,Organic,54,Spider mites,High,27.9,Silty,4
Dieffenbachia seguine,14.33,8,4,Dark green color,497,2,Filtered sunlight through curtain,30.4,36.3,Liquid feed,65,Fungus gnats,Low,54.7,Chalky,2
Anthurium andraeanum,23.83,8,5,Wilting,252,6,Filtered sunlight through curtain,23.2,50.9,Compost,97,None,Moderate,13.5,Loamy,4
Aloe vera,17.77,21,2,Leaf drop,234,4,3h direct morning sun,17.9,47.2,None,92,None,None,59,Loamy,4
Monstera deliciosa,20.99,45,4,Brittle leaves,170,2,Filtered sunlight through curtain,24.5,54.9,None,36,Spider mites,High,40.8,Loamy,3
Peperomia obtusifolia,43.71,23,1,None,275,3,Low light corner,24.1,52.9,Chemical,67,Aphids,High,19.2,Silty,3
Nephrolepis exaltata,26.15,9,9,Leaf drop,251,5,6h full sun,23.8,55.9,Liquid feed,75,Aphids,High,44,Peaty,2
Aloe vera,16.24,36,0,New bud,379,6,Indirect light all day,27,37,Organic,25,Aphids,None,48.2,Loamy,3
Peperomia obtusifolia,38.75,26,0,Brittle leaves,412,6,Indirect light all day,26.2,55.7,Organic,60,Fungus gnats,Low,31.5,Clay,3
Codiaeum variegatum,34.55,10,9,Dark green color,429,3,3h direct morning sun,24.9,42.1,Organic,91,Fungus gnats,None,53.1,Sandy,3
Aglaonema commutatum,35.08,39,6,Dark green color,405,2,Indirect light all day,25.4,39.2,Compost,66,Spider mites,Low,17.5,Peaty,4
Anthurium andraeanum,4.94,26,1,Yellowing leaves,265,1,Indirect light all day,23.7,33.2,Liquid feed,83,Aphids,Moderate,23.9,Clay,2
Dieffenbachia seguine,44.49,5,3,Brittle leaves,92,4,6h full sun,29.3,68.1,Organic,73,Spider mites,Moderate,14.7,Silty,4
Chlorophytum comosum,19.41,24,4,None,424,5,6h full sun,19.6,51.4,Compost,51,Aphids,Low,20.5,Silty,5
Ficus lyrata,32.78,26,6,New bud,72,1,Low light corner,24.4,61.3,None,17,None,Moderate,21.9,Clay,4
Epipremnum aureum,50.24,15,1,Yellowing leaves,204,1,3h direct morning sun,24.2,66.4,Chemical,52,Whiteflies,Moderate,55.9,Chalky,5
Codiaeum variegatum,46.55,17,5,Yellowing leaves,235,3,Indirect light all day,26.4,64,Liquid feed,62,Whiteflies,High,13.9,Chalky,1
Zamioculcas zamiifolia,15.22,46,0,None,298,2,Low light corner,21.5,53.5,Liquid feed,52,Aphids,High,31.4,Clay,1
Aglaonema commutatum,10.55,7,6,Leaf drop,286,6,3h direct morning sun,18.8,49.4,None,26,Spider mites,None,36.6,Chalky,5
Peperomia obtusifolia,39.3,13,8,Dark green color,342,6,Indirect light all day,24.5,48.8,Liquid feed,30,Fungus gnats,None,54.9,Sandy,5
Chlorophytum comosum,26.42,16,4,Yellowing leaves,183,3,Indirect light all day,24.8,62,Liquid feed,90,Aphids,None,59.9,Sandy,4
Peperomia obtusifolia,19.99,27,4,Wilting,370,2,6h full sun,28.5,54.7,Liquid feed,0,Aphids,High,47.7,Silty,5
Sansevieria cylindrica,31.21,18,3,Wilting,439,3,Filtered sunlight through curtain,20.2,72.5,Liquid feed,5,Fungus gnats,None,58.5,Chalky,2
Philodendron hederaceum,23.37,37,2,Dark green color,483,6,3h direct morning sun,27.5,73.7,Compost,10,Aphids,None,49.4,Loamy,1
Tradescantia zebrina,32.01,22,8,Wilting,71,1,Indirect light all day,31.1,38.5,Compost,33,None,High,58.2,Clay,1
Sansevieria cylindrica,25.67,45,4,None,410,4,3h direct morning sun,22.9,36.8,Chemical,83,Fungus gnats,Low,45.4,Sandy,5
Ficus lyrata,32.22,13,7,Leaf drop,137,2,Low light corner,20.1,61.5,Liquid feed,62,None,High,14,Chalky,3
Aglaonema commutatum,16.05,27,8,New bud,202,5,Low light corner,22.8,45.1,None,52,Whiteflies,Low,30.1,Chalky,3
Chlorophytum comosum,39.24,14,4,Strong stem,174,5,Filtered sunlight through curtain,24,30.9,Organic,84,Fungus gnats,High,42.3,Sandy,5
Epipremnum aureum,31.98,23,9,Yellowing leaves,128,1,Indirect light all day,25.7,74.4,Chemical,84,Fungus gnats,None,27.5,Sandy,2
Ficus lyrata,31.46,9,8,Strong stem,395,3,6h full sun,22.2,41.3,Organic,17,Spider mites,Moderate,23.7,Loamy,3
Dracaena trifasciata,13.82,27,1,New bud,100,3,Indirect light all day,28.7,76.5,Organic,20,Spider mites,Moderate,38.9,Chalky,5
Sansevieria cylindrica,42,34,8,New bud,265,6,3h direct morning sun,20.7,65.9,Liquid feed,18,Fungus gnats,Low,56.7,Chalky,2
Epipremnum aureum,24.86,29,3,None,225,1,Low light corner,18.8,68.1,None,3,Whiteflies,Low,11.7,Peaty,2
Philodendron hederaceum,32.28,32,5,Leaf drop,407,6,3h direct morning sun,27.3,40.1,Organic,76,Aphids,Low,48.5,Silty,4
Monstera deliciosa,21.77,38,5,Wilting,302,6,Filtered sunlight through curtain,17.2,41.7,Organic,81,Spider mites,Moderate,46.1,Loamy,2
Dieffenbachia seguine,27.61,49,5,Wilting,295,5,Low light corner,23.4,56.1,Chemical,28,Whiteflies,Low,58.2,Sandy,3
Philodendron hederaceum,27.97,29,1,None,276,6,6h full sun,33.4,38.6,None,24,Whiteflies,High,56.5,Sandy,3
Begonia maculata,-3.2,14,6,New bud,155,6,Low light corner,24,45.3,None,55,Spider mites,High,48.1,Clay,5
Zamioculcas zamiifolia,30.82,18,5,Leaf drop,242,5,Indirect light all day,20.6,46.1,Organic,76,Aphids,Moderate,36,Silty,5
Monstera deliciosa,44.65,46,0,Leaf drop,365,3,Indirect light all day,23.8,38,None,62,Spider mites,High,20.2,Sandy,2
Calathea orbifolia,30.4,34,1,Dark green color,351,2,Low light corner,23.8,40.3,Chemical,26,Whiteflies,Low,37.3,Chalky,1
Tradescantia zebrina,15.42,45,6,Brittle leaves,85,4,Filtered sunlight through curtain,24.5,69.4,Chemical,59,None,Moderate,48.3,Sandy,4
Anthurium andraeanum,31.5,29,0,Yellowing leaves,491,6,Indirect light all day,26,38.4,Chemical,82,Spider mites,Low,54.8,Chalky,1
Calathea orbifolia,35.59,18,0,None,253,2,Indirect light all day,20.9,31.4,Liquid feed,48,Whiteflies,High,49.5,Chalky,2
